university_id;association_id;registration_date;fee;name;foundation_date;designation;objective;graduate_id;obs
70;750;28/03/2022;3774;Clark, Blake and Miller;31/10/2021;World Zero-Waste Education Forum;Support theoretical physics research;;
169;937;6/9/2024;3478;Harris-Malone;21/05/2022;International AI Student Research Group;Support visual culture research;71;major
137;737;15/04/2022;589;Hayes PLC;9/12/2021;World Mathematics Advancement Society;Support mental health initiatives on campuses;;
452;327;13/03/2024;4000;Cox, Pham and Rodriguez;3/2/2024;Middle East University Collaboration Forum;Advance STEM education globally;60;away
452;327;16/04/2024;4000;Cox, Pham and Rodriguez;3/2/2024;Middle East University Collaboration Forum;Advance STEM education globally;137;owner
330;379;5/2/2026;480;Harris-Stevenson;28/01/2026;European Higher Education Partnership;Advance scientific innovation across member institutions;;
142;25;22/07/2022;1990;Cochran LLC;30/11/2021;International Cosmology Studies Society;Promote online learning innovation;;
89;715;14/01/2026;561;Smith-Velasquez;21/04/2022;International School-University Collaboration Council;Promote debate and rhetoric education;89;defense
70;506;25/05/2025;1025;Clark, Blake and Miller;31/10/2021;International Law and Policy Consortium;Develop sustainable agriculture initiatives;;
355;953;21/06/2021;785;Williams, Freeman and Castro;28/05/2021;World Cybersecurity in Higher Education Forum;Advance maritime law research;;
210;332;10/11/2024;744;Jones and Sons;11/12/2023;South Asian University Alliance;Enhance university governance frameworks;140;management
294;490;28/11/2024;4392;Rodriguez, Williams and Moore;18/09/2024;International Augmented Reality Council;Support communication research initiatives;81;particular
294;490;27/09/2024;4392;Rodriguez, Williams and Moore;18/09/2024;International Augmented Reality Council;Support communication research initiatives;157;concern
4;941;3/11/2021;4182;Lynch Group;29/09/2021;International Diversity and Equity Forum;Advance blockchain research;;
398;799;9/12/2025;787;Rogers and Sons;5/7/2022;International Sports Science Federation;Promote literacy development initiatives;;
91;514;24/07/2025;3520;Li Inc;4/4/2024;World Solar Energy Academic Forum;Advance embedded systems research;;
347;938;12/3/2025;3533;Kent, Erickson and Stone;24/01/2025;International Anthropology Student Network;Promote sociology student collaboration;;
57;763;2/12/2024;4067;Parrish-Long;25/09/2024;Global History Student Society;Advance game design research;;
149;183;21/04/2022;1615;Burnett-Howard;20/03/2022;International Computing Research Society;Advance particle physics research;123;ago
417;361;4/3/2025;3176;Gray, Dillon and Garcia;11/7/2022;Global Data Analytics Research Network;Support cosmology research;190;heavy
4;100;1/12/2024;2108;Lynch Group;29/09/2021;Latin American Higher Learning Network;Facilitate cross?border faculty collaboration;;
488;165;19/07/2023;1444;Butler-King;20/11/2022;International Waste Management Society;Advance adult education programs;26;knowledge
418;828;16/09/2023;3285;Henry LLC;29/08/2022;International Nursing Research Association;Advance machine learning research;33;arm
498;646;6/12/2023;1305;Wilson Group;26/10/2023;Global Photography Studies Network;Support space exploration research;;
402;802;13/08/2023;1839;Lopez LLC;4/7/2023;International Education Scholars Society;Promote innovation and entrepreneurship clubs;7;far
469;510;31/10/2025;3612;Kidd, Pearson and Gray;19/09/2025;World Research Network;Promote HR research;118;tax
258;141;10/4/2023;1755;Williams, Powell and Marsh;7/2/2023;World Metallurgy Academic Forum;Advance environmental engineering studies;;
166;43;25/07/2023;3507;Hatfield, Gonzales and Sandoval;25/05/2023;International Cognitive Neuroscience Society;Promote sustainable urban development research;;
434;756;29/04/2022;1341;Alvarez-Schaefer;20/02/2022;International Academic Integrity Society;Advance university leadership development;110;think
409;293;25/02/2023;4742;Romero-Kennedy;26/12/2022;International Carbon Neutrality Council;Advance industrial design research;;
279;651;2/11/2023;2649;Preston and Sons;1/4/2023;Global Environmental Justice Network;Support global citizenship education;;
86;496;11/3/2023;2426;Shepard-Cook;24/02/2023;Global Knowledge Exchange Consortium;Advance urban economics research;;
223;724;29/11/2022;2428;Long, Romero and Kim;21/01/2022;International Scholars Association;Promote sculpture research;;
196;238;23/02/2025;3427;Daniels Inc;19/12/2024;Global Medical Education Scholars Forum;Advance AI student research;102;someone
196;238;21/02/2025;3427;Daniels Inc;19/12/2024;Global Medical Education Scholars Forum;Advance AI student research;104;amount
13;606;26/06/2022;1444;Jones-Rivera;11/6/2022;International Energy Economics Council;Support Model United Nations programs;;
349;554;10/6/2025;2678;Robbins PLC;6/10/2022;International Education Consortium;Advance research ethics education;;
94;186;2/9/2022;174;Davis, King and Walker;6/5/2022;World Academic Association;Support criminal law research;;
124;427;15/11/2025;4172;Walker, Evans and Frye;7/11/2025;Global Entrepreneurship Research Alliance;Support open?science policy development;;
41;783;2/2/2026;408;Castaneda-Oconnell;21/06/2025;World Virtual Reality Research Forum;Support international research partnerships;;
216;560;1/7/2024;3146;Curry PLC;9/6/2024;International Peer Learning Society;Support quality management research;;
225;222;26/01/2023;3566;Webb Ltd;11/4/2021;International Scholars Network;Expand digital learning opportunities;;
40;478;22/04/2025;4152;Carey-Hansen;14/03/2025;International Academic Forum;Advance software development education;30;attack
348;399;2/10/2025;3504;Marshall and Sons;13/07/2025;International Music Student Society;Support theatre student development;;
313;74;2/2/2023;1895;Moore, Carter and Lopez;3/12/2022;World Virtual Reality Research Forum;Promote criminology research;197;debate
297;626;6/3/2025;4675;Santos, Singh and Harrell;14/12/2024;Global Service Learning Network;Support digital media research;;
256;499;5/11/2023;3311;Allen, Harris and Peterson;3/5/2023;Global Academic Consortium;Support visual culture research;;
293;81;23/06/2023;1902;King-Sanchez;26/05/2023;International Research Network;Encourage student mobility programs;;
476;20;22/09/2024;3770;Osborne-Mckinney;27/10/2021;International Education Alliance;Support cybersecurity policy research;;
397;612;11/11/2024;102;Waller PLC;4/11/2024;Global Employability Research Network;Advance astronomy research;78;everything
306;21;13/02/2022;3066;Boyd, Peterson and Zuniga;18/04/2021;World Computational Biology Consortium;Advance retail studies research;;
471;214;17/05/2025;3105;Arnold PLC;2/5/2025;Global Cybersecurity Academic Forum;Support experiential learning initiatives;;
452;349;18/04/2024;2285;Cox, Pham and Rodriguez;3/2/2024;Nordic Higher Education Consortium;Promote polymer science research;60;away
452;349;17/02/2024;2285;Cox, Pham and Rodriguez;3/2/2024;Nordic Higher Education Consortium;Promote polymer science research;137;owner
381;540;17/02/2022;1880;Jensen Group;15/02/2022;World Optometry and Vision Science Council;Support statistics research;;
338;327;8/8/2024;4092;Patrick Group;7/3/2023;Middle East University Collaboration Forum;Advance STEM education globally;;
289;118;16/05/2025;4704;Haas, Nguyen and Rich;22/03/2025;International School-University Collaboration Council;Support entrepreneurship research;115;central
250;706;24/01/2022;1258;Green and Sons;27/11/2021;International Diplomacy Scholars Council;Advance organizational behavior studies;;
256;770;23/08/2025;4849;Allen, Harris and Peterson;3/5/2023;Global Power Systems Research Network;Advance robotics engineering research;;
222;778;5/7/2022;4471;Harrison-Hayes;16/08/2021;Global Education Consortium;Promote academic integrity initiatives;192;girl
438;572;3/8/2025;1382;Jones-Henry;14/01/2023;International Scholars Association;Advance retail studies research;41;lawyer
44;565;2/6/2022;568;Rivera PLC;21/03/2022;World Cognitive Science Research Alliance;Support hospitality student development;149;again
482;850;21/09/2023;4235;Berry Group;24/04/2023;International Academic Association;Promote hydrogen research;;
356;788;17/05/2023;929;Castillo, Parrish and Roberts;8/1/2022;World Museum and Heritage Studies Association;Support physics student collaboration;;
105;379;16/03/2025;3742;Le, Martin and Anderson;15/01/2025;European Higher Education Partnership;Advance scientific innovation across member institutions;;
477;859;10/3/2025;1974;Jones Ltd;7/5/2024;International Corporate Training Society;Promote AI governance research;;
7;128;31/03/2023;712;Scott, Owen and Simmons;27/03/2023;Global University Association;Promote lifelong learning initiatives;;
310;72;5/10/2025;4017;Love-Jones;6/9/2023;Global Teaching Excellence Network;Support distance education research;36;of
104;672;29/04/2025;2616;Huynh Inc;9/4/2025;International Public Health Scholars Forum;Support military history research;;
465;281;30/11/2023;3967;Rodriguez-Torres;1/9/2023;Central European Research Collective;Support open?access research initiatives;;
52;971;2/1/2025;2013;Martinez, Romero and Flynn;31/10/2024;World Transportation Engineering Council;Promote computational thinking in schools;;
355;469;25/08/2024;2533;Williams, Freeman and Castro;28/05/2021;International Marine Biology Scholars Network;Support teacher training programs;;
93;492;29/12/2022;3741;Mendoza-Mitchell;14/10/2022;World Public Health Student Network;Support water resources research;;
364;914;8/6/2024;1487;Smith-Nelson;16/03/2024;International Global Studies Association;Advance animation student development;;
481;496;29/01/2024;3312;Contreras-Hernandez;7/11/2023;Global Knowledge Exchange Consortium;Advance urban economics research;;
211;775;23/06/2023;287;Grant-Hughes;11/5/2023;World Indigenous Education Council;Support structural engineering research;;
472;692;15/10/2024;2630;Rodriguez Group;12/10/2024;World Computational Biology Consortium;Support psychology student development;76;major
200;857;19/01/2025;1718;Hamilton, Martinez and Wood;1/4/2022;International Soil Science Research Group;Promote HCI research;95;our
484;804;8/12/2025;4912;Bishop LLC;3/5/2021;Global Brain Research Academic Network;Promote HCI research;;
462;457;1/1/2026;4267;Romero Ltd;30/04/2021;Global Sustainable Agriculture Alliance;Support philosophy student development;51;increase
383;539;30/10/2022;1163;Odom-Jones;3/8/2022;International Medical Student Society;Promote law student development;;
152;839;26/03/2024;1376;Diaz LLC;18/09/2022;Global Academic Forum;Promote electrical engineering research;;
394;96;17/12/2023;4386;Johnson and Sons;5/10/2023;Global Nanotechnology Research Network;Support cognitive neuroscience research;200;there
419;893;14/11/2022;439;Martinez PLC;15/10/2022;Global Social Work Student Network;Advance early childhood education research;;
258;792;8/4/2025;3204;Williams, Powell and Marsh;7/2/2023;World Energy Storage Academic Forum;Advance astronomy research;;
264;732;2/4/2025;3665;Reid, Cross and Smith;7/2/2025;Global Oceanography Research Alliance;Advance law research;;
495;40;7/10/2024;4871;Foster Group;16/01/2023;World Digital Humanities Collective;Advance literacy education research;;
481;631;9/3/2025;2263;Contreras-Hernandez;7/11/2023;Global Entrepreneurship Research Alliance;Promote robotics student development;;
483;791;17/11/2022;3499;Conner, Wolfe and Bryant;27/08/2022;Global Lifelong Learning Network;Promote polymer science research;;
107;779;4/11/2025;3608;Kelly and Sons;2/1/2024;Global Research Network;Support theoretical physics research;21;system
144;658;24/05/2021;4426;Fischer, Weber and Marsh;26/04/2021;World Biodiversity Education Forum;Advance software engineering research;;
61;279;21/09/2024;669;Grant-Roy;14/08/2024;International Child Development Scholars Network;Support graduate student success initiatives;;
187;418;7/10/2024;4864;Alvarez, Jones and Stout;15/03/2021;International Renewable Energy Education Society;Support human rights law research;;
387;657;28/09/2025;2551;Rivera LLC;29/08/2022;Global Ecology and Conservation Forum;Advance sociology student research;;
248;97;16/09/2023;3620;Morton, Reilly and Phillips;21/01/2023;World Distance Education Academic Forum;Promote learning analytics research;;
120;847;23/09/2024;1566;Horton, Williamson and Francis;1/7/2024;International Social Work Scholars Network;Promote university press collaboration;;
454;792;23/02/2022;3892;Flores Ltd;6/9/2021;World Energy Storage Academic Forum;Advance astronomy research;155;risk
235;14;10/5/2025;1398;Berry and Sons;29/10/2022;International Higher Learning Council;Promote literacy development initiatives;38;professional
331;138;4/12/2023;3741;Yates PLC;9/3/2022;African University Innovation Forum;Encourage student mobility programs;;
48;613;2/12/2022;2560;Anderson and Sons;30/10/2022;Global Hydropower Research Network;Promote civil engineering research;191;mission
2;20;26/10/2023;4379;Murphy-Fitzgerald;22/08/2023;International Education Alliance;Support cybersecurity policy research;;
4;311;16/06/2022;568;Lynch Group;29/09/2021;International Community Engagement Society;Support open?science policy development;;
171;844;10/12/2025;4224;Aguilar-Short;1/9/2022;Global Urban Economics Research Network;Promote grant writing excellence;;
198;479;2/2/2026;4660;Rodriguez PLC;6/12/2025;International Mentorship and Coaching Society;Support power systems research;94;parent
306;246;6/10/2024;3628;Boyd, Peterson and Zuniga;18/04/2021;International Open Education Network;Support power systems research;;
32;575;27/06/2023;1189;Lucas-Thompson;15/05/2023;Global Human-Computer Interaction Network;Advance art history research;;
55;943;24/09/2023;525;Barnett, Martin and Fischer;9/8/2023;World Distance Education Academic Forum;Promote intelligence studies research;;
118;460;5/2/2026;2531;Baird, Carter and Thompson;28/06/2023;International Cultural Studies Association;Support circular economy research;101;similar
118;460;5/2/2026;2531;Baird, Carter and Thompson;28/06/2023;International Cultural Studies Association;Support circular economy research;163;issue
26;643;30/11/2023;3548;Taylor Ltd;1/11/2023;World Automation in Learning Forum;Advance security studies research;129;institution
28;718;9/5/2024;168;Carr PLC;23/01/2023;World Recycling and Circular Economy Forum;Advance early childhood education research;18;easy
28;718;9/5/2024;168;Carr PLC;23/01/2023;World Recycling and Circular Economy Forum;Advance early childhood education research;73;car
375;653;21/08/2022;4282;Marsh Ltd;21/08/2021;Global Investment Research Network;Advance comparative law research;;
28;470;2/2/2023;1023;Carr PLC;23/01/2023;International Retail Studies Council;Advance entrepreneurship research;18;easy
28;470;7/3/2023;1023;Carr PLC;23/01/2023;International Retail Studies Council;Advance entrepreneurship research;73;car
499;765;1/5/2024;1685;Holmes, Clay and Lawson;17/03/2024;Global Education Association;Support workforce development research;100;news
221;278;4/2/2025;591;Bell-Jensen;11/11/2021;International Mathematics Education Society;Support research impact measurement;;
149;332;14/05/2023;2920;Burnett-Howard;20/03/2022;South Asian University Alliance;Enhance university governance frameworks;123;ago
440;91;17/04/2025;2329;Lewis Group;17/09/2022;World Peacekeeping and Diplomacy Forum;Support security studies research;;
236;274;2/7/2025;848;Lewis PLC;30/06/2025;Global Human-Computer Interaction Network;Promote advertising and branding research;;
236;178;18/08/2025;1312;Lewis PLC;30/06/2025;International Library Consortium;Support grant?writing training;;
484;901;29/09/2024;496;Bishop LLC;3/5/2021;Global Textile Engineering Research Network;Advance cybersecurity policy research;;
433;83;12/9/2025;3034;Moore and Sons;24/08/2025;World Space Research University Network;Support film and media student initiatives;92;research
486;521;17/07/2025;1908;Poole-Garcia;26/05/2025;Nordic Higher Education Consortium;Develop leadership training for academic staff;5;until
93;654;14/12/2023;249;Mendoza-Mitchell;14/10/2022;Global Environmental Engineering Network;Support structural engineering research;;
133;718;21/05/2023;2364;Sullivan, Mullins and Edwards;12/6/2022;World Recycling and Circular Economy Forum;Advance early childhood education research;166;room
461;974;24/12/2023;2945;Owens Inc;24/10/2023;World Public Health Student Network;Promote sustainability student initiatives;;
341;414;11/9/2025;1443;Gonzales, Donovan and Wilson;23/05/2021;World Problem-Solving Education Forum;Support quality management research;;
87;770;6/6/2025;2321;Campbell Inc;20/03/2025;Global Power Systems Research Network;Advance robotics engineering research;;
11;603;15/05/2025;1999;Andrews-Carson;13/12/2023;Global Research Universities Alliance;Support organizational behavior research;;
430;465;1/2/2026;1988;Martinez-Lopez;18/12/2021;World Language and Culture Exchange Network;Promote operations research;;
237;644;6/7/2021;4957;Cox-Barnes;17/04/2021;International Physical Therapy Research Group;Advance software development education;12;language
237;644;5/7/2021;4957;Cox-Barnes;17/04/2021;International Physical Therapy Research Group;Advance software development education;17;card
464;936;17/03/2025;1270;Hayden, Medina and Dickerson;12/1/2023;International Mathematics Education Society;Advance teaching excellence initiatives;;
300;128;13/11/2025;4302;Baker-Kim;17/03/2021;Global University Association;Promote lifelong learning initiatives;45;kid
431;655;24/03/2025;1641;Krause-Gray;9/3/2025;Global Sustainable Cities Network;Advance corporate finance research;;
311;823;24/02/2025;1998;Harris-Solis;17/02/2025;Global Gerontology Research Alliance;Enhance campus safety programs;2;executive
41;426;3/9/2025;4614;Castaneda-Oconnell;21/06/2025;World Engineering Ethics Student Forum;Strengthen global health research;;
51;753;13/12/2021;942;Walker-Hahn;21/06/2021;World Financial Mathematics Academic Forum;Promote quantum physics research;;
436;374;28/05/2022;1566;Hahn, Nelson and Smith;1/5/2022;World Reactor Safety Academic Forum;Promote geothermal energy research;;
405;443;21/05/2024;2791;Delgado-Hammond;24/04/2024;International Social Sciences Partnership;Advance econometrics research;;
427;704;12/9/2023;1154;Miller-Huff;30/04/2022;Global Academic Labor Relations Network;Advance athletic performance research;;
252;122;31/01/2026;4655;Simpson, Vaughan and Mcdonald;29/01/2023;Global Cybersecurity Academic Forum;Promote constitutional research;181;along
207;55;13/04/2022;2198;Wright LLC;28/02/2022;Global Business Education Association;Promote arts and humanities collaboration;;
309;845;10/2/2025;1395;Pittman-Diaz;10/12/2024;International Materials Science Society;Support open?science policy development;148;among
126;830;10/12/2024;816;Brady LLC;12/11/2022;World University Sustainability Forum;Strengthen global research infrastructure;;
419;223;10/12/2022;4723;Martinez PLC;15/10/2022;Global Automation Research Network;Support virtual reality research;;
16;340;1/1/2024;1024;Gilbert and Sons;27/12/2023;Middle East University Collaboration Forum;Promote cultural exchange among students;;
6;112;29/11/2025;3661;Randall Inc;23/11/2025;World Facilities Management Academic Forum;Promote photography research;135;its
104;171;28/06/2025;895;Huynh Inc;9/4/2025;International Environmental Policy Forum;Promote sustainable urban development research;;
311;789;6/4/2025;3031;Harris-Solis;17/02/2025;International Cybersecurity Student Council;Promote actuarial research;2;executive
223;85;26/05/2025;2735;Long, Romero and Kim;21/01/2022;International Disaster Management Council;Enhance undergraduate research opportunities;;
436;345;17/07/2022;2595;Hahn, Nelson and Smith;1/5/2022;International Operations Research Society;Promote marketing research collaboration;;
345;114;3/10/2023;4015;Sanders, Clayton and Williams;10/7/2021;World Quality Management Academic Forum;Advance neuroscience research initiatives;161;too
345;114;3/10/2023;4015;Sanders, Clayton and Williams;10/7/2021;World Quality Management Academic Forum;Advance neuroscience research initiatives;175;little
481;422;24/11/2023;275;Contreras-Hernandez;7/11/2023;World Renewable Infrastructure Consortium;Support Model United Nations programs;;
239;101;24/08/2024;1015;Bailey, Sanchez and Peters;25/05/2024;World Archaeology Research Consortium;Promote corporate training partnerships;;
362;560;17/11/2025;2185;Cantu, Davis and Hatfield;28/10/2025;International Peer Learning Society;Support quality management research;;
396;615;29/04/2024;1231;Lamb Group;21/03/2024;International Robotics Engineering Council;Promote animation research collaboration;;
274;273;4/12/2022;3105;Smith Inc;2/10/2022;International Academic Mobility Council;Support digital media studies;116;budget
294;248;10/12/2024;2755;Rodriguez, Williams and Moore;18/09/2024;International Atmospheric Science Association;Advance law research;81;particular
294;248;21/10/2024;2755;Rodriguez, Williams and Moore;18/09/2024;International Atmospheric Science Association;Advance law research;157;concern
217;366;4/3/2024;3112;Guzman, Villarreal and Gardner;7/1/2024;World Cooperative Education Forum;Advance literacy education research;;
121;817;20/03/2022;3293;Campbell Group;20/12/2021;International Nursing Research Association;Promote nursing student excellence;;
54;927;17/03/2024;461;Christian, Fuller and Lewis;26/10/2022;World Advertising and Branding Forum;Advance chemistry student research;;
224;603;4/2/2023;3624;Simpson, Stokes and Keller;11/5/2022;Global Research Universities Alliance;Support organizational behavior research;;
158;22;25/07/2024;873;Lamb-Porter;21/06/2024;International Sociology Scholars Network;Enhance special education research;;
93;421;10/8/2025;4108;Mendoza-Mitchell;14/10/2022;International Hospitality Student Society;Promote governance and policy studies;;
472;132;18/08/2025;4281;Rodriguez Group;12/10/2024;World Pharmacology and Therapeutics Network;Advance social work student training;76;major
265;449;23/06/2023;4693;Jones-Hunt;15/05/2021;International Media Production Society;Promote waste management research;;
383;251;11/7/2024;1542;Odom-Jones;3/8/2022;International Green Campus Society;Advance aerospace research;;
183;790;20/05/2023;2312;Ramos, Meadows and Butler;12/6/2021;Global Hydropower Research Network;Support power systems research;125;crime
319;385;11/1/2026;4720;Hayes and Sons;1/1/2026;International Renewable Materials Consortium;Enhance global public health preparedness;;
251;973;11/11/2024;2244;Hall, Shepard and Gibson;13/09/2024;International Design Student Society;Advance cybersecurity policy research;;
427;666;28/12/2023;2295;Miller-Huff;30/04/2022;International Society for Applied Sciences;Promote blockchain research collaboration;;
397;576;30/12/2024;297;Waller PLC;4/11/2024;Global Fisheries Science Academic Forum;Promote renewable energy education;78;everything
183;61;29/12/2022;2709;Ramos, Meadows and Butler;12/6/2021;World STEM Education Academic Forum;Support pedagogy research;125;crime
476;118;3/11/2021;4982;Osborne-Mckinney;27/10/2021;International School-University Collaboration Council;Support entrepreneurship research;;
445;745;15/09/2022;4973;Ball-Hill;17/07/2022;Global Theoretical Physics Network;Promote satellite technology research;;
281;820;4/2/2024;2075;Wagner, Donaldson and Horn;17/11/2023;Global FinTech Academic Network;Support physics student collaboration;;
132;114;3/9/2023;1100;Jones, Black and Hayes;22/08/2023;World Quality Management Academic Forum;Advance neuroscience research initiatives;;
111;260;25/07/2024;2451;Lopez, Wall and Mitchell;14/07/2024;World Rural Development Research Network;Support political science student initiatives;168;state
295;548;17/06/2024;3053;Petty PLC;8/6/2024;World Research Council;Promote electrical engineering innovation;8;explain
295;548;18/07/2024;3053;Petty PLC;8/6/2024;World Research Council;Promote electrical engineering innovation;136;value
398;999;13/03/2024;4766;Rogers and Sons;5/7/2022;Global Ecology and Conservation Forum;Advance software engineering research;;
2;678;26/08/2023;101;Murphy-Fitzgerald;22/08/2023;World Intellectual Property Law Forum;Support financial mathematics research;;
155;909;23/07/2025;2726;Richardson Group;20/07/2024;International Microbiology Scholars Forum;Advance renewable energy research;;
212;311;13/09/2024;367;Campbell LLC;3/5/2023;International Community Engagement Society;Support open?science policy development;;
390;40;8/12/2024;2932;Garrett, Cannon and Hall;27/09/2024;World Digital Humanities Collective;Advance literacy education research;32;fill
129;902;20/02/2026;972;Cohen, Swanson and Gregory;9/1/2026;Global Computer Systems Research Network;Support AI governance research;31;matter
129;902;30/01/2026;972;Cohen, Swanson and Gregory;9/1/2026;Global Computer Systems Research Network;Support AI governance research;54;bank
129;902;28/03/2026;972;Cohen, Swanson and Gregory;9/1/2026;Global Computer Systems Research Network;Support AI governance research;66;show
113;455;21/02/2023;4255;Torres-Washington;2/1/2022;International Digital Transformation Council;Support tax policy research;;
252;568;4/3/2023;2608;Simpson, Vaughan and Mcdonald;29/01/2023;Global Human Resources Research Network;Support materials science research;181;along
464;288;24/01/2023;3938;Hayden, Medina and Dickerson;12/1/2023;International Economics Scholars Council;Support theoretical physics research;;
311;965;30/03/2025;3989;Harris-Solis;17/02/2025;International Marketing Scholars Network;Promote auditing and compliance education;2;executive
203;376;10/1/2025;2622;Cervantes-Dalton;30/04/2021;Global Hydrogen Research Network;Support workforce development research;;
275;766;20/12/2023;4270;Hodge and Sons;2/11/2023;Global Heritage Preservation Network;Advance comparative law studies;;
123;176;24/08/2022;3545;Wilkins-Jones;5/8/2021;World Tax Policy Academic Forum;Promote banking studies;141;more
437;789;20/03/2026;1152;Lopez, Long and Gonzalez;10/2/2026;International Cybersecurity Student Council;Promote actuarial research;;
257;447;22/05/2024;4595;Wilson-Johnson;18/11/2022;Global Architecture Student Forum;Support nursing student development;49;enough
301;697;23/11/2025;1590;James PLC;31/08/2025;International Public Relations Society;Promote photography studies;;
346;729;4/2/2026;3913;Garza PLC;12/2/2025;Global EdTech Research Alliance;Promote labor economics research;;
260;892;22/09/2023;3152;Powers, Bennett and Taylor;28/07/2023;International Pathology Academic Council;Support education student development;173;over
294;934;5/12/2024;4646;Rodriguez, Williams and Moore;18/09/2024;World Plant Biology Academic Network;Support campus activities development;81;particular
294;934;29/11/2024;4646;Rodriguez, Williams and Moore;18/09/2024;World Plant Biology Academic Network;Support campus activities development;157;concern
260;85;13/09/2023;1609;Powers, Bennett and Taylor;28/07/2023;International Disaster Management Council;Enhance undergraduate research opportunities;173;over
67;878;7/9/2023;4418;Bryant Inc;2/10/2022;International Retail Studies Council;Support anthropology student development;120;amount
285;314;6/2/2022;1866;Huerta and Sons;11/11/2021;Global Veterinary Sciences Association;Promote epidemiology research collaboration;;
5;557;12/2/2026;461;Daugherty, Werner and Hendrix;18/12/2025;World Literature Student Council;Support undergraduate research expansion;;
226;479;22/02/2025;3525;Phillips, Curtis and Osborne;11/8/2023;International Mentorship and Coaching Society;Support power systems research;;
76;213;18/12/2024;2094;Harper-Carpenter;7/10/2024;International Research Forum;Support business management research;22;body
116;480;3/1/2022;2567;Higgins, Potts and Harris;24/11/2021;Global Graduate Student Association;Advance supply chain research;;
73;653;21/02/2023;3359;Blankenship-Willis;4/1/2023;Global Investment Research Network;Advance comparative law research;184;try
310;445;22/12/2024;4122;Love-Jones;6/9/2023;World Research Collaboration Council;Promote enrollment management research;36;of
137;603;9/4/2022;3361;Hayes PLC;9/12/2021;Global Research Universities Alliance;Support organizational behavior research;;
168;345;4/4/2025;661;Harding, Finley and Hall;31/10/2024;International Operations Research Society;Promote marketing research collaboration;29;six
168;345;4/4/2025;661;Harding, Finley and Hall;31/10/2024;International Operations Research Society;Promote marketing research collaboration;109;election
379;992;18/11/2022;4042;Murphy-Molina;24/10/2022;International Alumni Scholars Network;Advance teaching excellence initiatives;185;similar
397;716;20/11/2025;4311;Waller PLC;4/11/2024;International Water Sustainability Society;Support financial mathematics research;78;everything
476;622;21/01/2022;4614;Osborne-Mckinney;27/10/2021;Global Human Resources Research Network;Advance retail studies research;;
306;354;25/04/2023;271;Boyd, Peterson and Zuniga;18/04/2021;International Research Network;Promote actuarial research;;
491;48;13/04/2025;1231;Davis-Rush;31/03/2025;International Renewable Materials Consortium;Advance econometrics research;179;today
437;793;23/03/2026;3455;Lopez, Long and Gonzalez;10/2/2026;International Physics Collaboration Network;Advance public relations education;;
263;934;24/03/2025;1472;Mccormick, Dudley and Mercado;12/8/2022;World Plant Biology Academic Network;Support campus activities development;;
178;749;12/8/2021;543;Myers Inc;4/7/2021;International Institutional Effectiveness Society;Support strategic studies research;154;book
201;952;19/02/2026;4793;Bean-Parker;21/12/2025;International Robotics in Education Society;Support psychology student development;;
105;521;21/02/2025;4988;Le, Martin and Anderson;15/01/2025;Nordic Higher Education Consortium;Develop leadership training for academic staff;;
64;210;23/10/2023;1983;Berg-Hill;7/8/2023;International Undergraduate Research Society;Promote actuarial science studies;42;each
64;210;9/8/2023;1983;Berg-Hill;7/8/2023;International Undergraduate Research Society;Promote actuarial science studies;169;reach
298;467;15/02/2026;1169;Gibson Inc;31/01/2026;World Literature and Comparative Studies Forum;Support grant?writing training;;
330;742;18/04/2026;1361;Harris-Stevenson;28/01/2026;International Society for Applied Sciences;Support multilingual education initiatives;;
371;83;14/06/2025;2789;Riley, Roy and Mendoza;9/9/2022;World Space Research University Network;Support film and media student initiatives;;
485;972;14/06/2023;4156;Walters, Webster and Jones;2/6/2023;World Climate Adaptation Research Group;Support numeracy education programs;;
279;499;10/5/2023;3366;Preston and Sons;1/4/2023;Global Academic Consortium;Support visual culture research;;
124;798;1/1/2026;3581;Walker, Evans and Frye;7/11/2025;International Cultural Studies Association;Promote marine science collaboration;;
180;239;14/08/2025;738;Thomas, Gomez and Robertson;2/7/2025;International Digital Media Council;Promote cultural diplomacy research;;
291;181;4/4/2022;3373;Smith-Carroll;2/8/2021;International Risk Management Council;Support nuclear research;25;best
157;261;25/11/2022;2596;Thompson Group;9/7/2021;Global Wildlife Conservation Academic Network;Develop leadership training for academic staff;;
313;588;6/12/2022;4289;Moore, Carter and Lopez;3/12/2022;World Consumer Behavior Academic Forum;Support business management research;197;debate
470;239;30/05/2024;3174;Shaw, Lopez and York;23/05/2024;International Digital Media Council;Promote cultural diplomacy research;;
213;434;9/1/2026;2134;Bell and Sons;17/10/2025;Global University Press Association;Support open science advocacy;144;audience
270;570;20/01/2026;294;Meyer PLC;18/11/2025;Global University IT Leadership Network;Advance law research;;
431;425;21/05/2025;2792;Krause-Gray;9/3/2025;World Consumer Behavior Academic Forum;Support higher education policy studies;;
43;792;6/1/2024;4423;Perry-Joseph;19/09/2022;World Energy Storage Academic Forum;Advance astronomy research;;
336;561;29/05/2024;604;Williams-Carter;22/05/2024;International Art History Scholars Society;Advance strategic studies research;;
468;635;29/09/2022;991;Casey-Brooks;16/08/2022;International Academic Network;Support UX research;;
265;249;31/05/2021;4217;Jones-Hunt;15/05/2021;International University Finance Council;Support media production research;;
427;938;23/08/2022;4519;Miller-Huff;30/04/2022;International Anthropology Student Network;Promote sociology student collaboration;;
